,tile,gesamt,Abies,Acer,Aesculus,Ailanthus,Alnus,Amelanchier,Betula,Carpinus,Castanea,Catalpa,Cedrus,Celtis,Cercidiphyllum,Chamaecyparis,Cornus,Corylus,Crataegus,Cryptomeria,Davidia,Decaisnea,Euonymus,Fagus,Fraxinus,Ginkgo,Gleditsia,Ilex,Juglans,Juniperus,Koelreuteria,Laburnum,Larix,Liquidambar,Liriodendron,Magnolia,Malus,Malus-Hybride,Mespilus,Metasequoia,Metasequoia glyptostroboides,Nyssa,Parrotia,Paulownia,Picea,Pinus,Platanus,Populus,Prunus,Pseudotsuga,Pterocarya,Pyrus,Quercus,Robinia,Salix,Sambucus,Sequoiadendron,Sophora,Sorbus,Taxodium,Taxus,Thuja,Tilia,Tsuga,Ulmus,Viburnum,Zelkova,x,y
20,dop10rgbi_32_409_5752_1_nw_2020.jp2,152,0,13,0,0,0,0,7,28,0,0,0,0,0,0,0,6,1,0,0,0,0,14,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,70,1,0,0,0,0,1,0,0,0,1,0,0,0,0,409,5752
21,dop10rgbi_32_407_5755_1_nw_2020.jp2,41,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,3,0,0,407,5755
22,dop10rgbi_32_404_5752_1_nw_2020.jp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,5752
23,dop10rgbi_32_405_5753_1_nw_2020.jp2,277,0,54,0,0,0,0,3,30,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,83,1,0,0,0,0,58,0,0,0,29,0,0,0,0,405,5753
24,dop10rgbi_32_408_5753_1_nw_2020.jp2,354,0,83,0,0,0,0,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,96,10,0,0,0,0,19,0,0,0,43,0,0,0,0,408,5753
25,dop10rgbi_32_406_5754_1_nw_2020.jp2,150,0,18,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,0,0,0,0,49,0,0,0,0,0,1,0,0,0,4,0,0,0,0,406,5754
26,dop10rgbi_32_404_5756_1_nw_2020.jp2,887,1,167,16,1,19,11,36,82,5,6,0,2,2,0,11,5,2,0,0,0,1,65,79,4,6,0,6,0,0,0,0,8,4,0,0,1,0,3,0,1,0,0,2,1,47,7,21,0,0,7,141,2,39,0,0,0,5,0,3,0,65,0,3,0,0,404,5756
27,dop10rgbi_32_402_5761_1_nw_2020.jp2,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,5761
28,dop10rgbi_32_409_5756_1_nw_2020.jp2,7,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,5756
29,dop10rgbi_32_407_5751_1_nw_2020.jp2,215,0,29,3,0,0,0,2,6,0,0,0,0,0,0,0,2,4,0,0,0,0,0,15,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,20,27,1,0,0,0,0,0,0,0,91,0,0,0,0,407,5751
30,dop10rgbi_32_403_5759_1_nw_2020.jp2,133,0,21,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,3,37,0,2,0,0,0,0,0,0,0,15,0,0,0,0,403,5759
31,dop10rgbi_32_400_5749_1_nw_2020.jp2,42,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,400,5749
32,dop10rgbi_32_401_5748_1_nw_2020.jp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,5748
33,dop10rgbi_32_408_5757_1_nw_2020.jp2,201,0,32,2,0,0,0,46,26,0,0,0,0,0,0,0,3,10,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,9,0,0,2,9,1,0,0,0,0,5,0,0,0,30,0,0,0,0,408,5757
34,dop10rgbi_32_402_5758_1_nw_2020.jp2,406,0,25,2,3,1,1,9,112,0,0,0,0,0,0,0,52,9,0,0,0,0,0,6,9,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,91,0,1,0,0,0,9,0,1,0,39,0,0,0,0,402,5758
35,dop10rgbi_32_406_5750_1_nw_2020.jp2,272,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,185,0,0,0,0,0,2,0,0,0,59,0,0,0,0,406,5750
36,dop10rgbi_32_403_5760_1_nw_2020.jp2,215,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,107,0,0,0,0,0,0,0,0,0,54,0,13,0,0,403,5760
37,dop10rgbi_32_405_5757_1_nw_2020.jp2,1427,0,85,29,2,13,0,20,53,2,2,1,1,4,0,0,11,4,1,0,0,0,16,8,6,23,4,1,0,0,0,0,20,3,24,0,5,0,2,0,0,1,3,2,7,84,5,29,0,2,20,40,27,8,0,0,15,2,2,36,1,803,0,0,0,0,405,5757
38,dop10rgbi_32_403_5753_1_nw_2020.jp2,39,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,18,0,0,0,0,403,5753
39,dop10rgbi_32_400_5754_1_nw_2020.jp2,48,0,13,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,5754
40,dop10rgbi_32_401_5755_1_nw_2020.jp2,161,0,64,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,85,0,3,0,0,0,1,0,0,0,0,0,0,0,0,401,5755
41,dop10rgbi_32_407_5762_1_nw_2020.jp2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,5762
42,dop10rgbi_32_402_5752_1_nw_2020.jp2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,5752
43,dop10rgbi_32_400_5750_1_nw_2020.jp2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,5750
44,dop10rgbi_32_404_5758_1_nw_2020.jp2,960,0,219,31,3,5,0,15,100,0,2,0,0,0,4,0,6,21,0,0,1,0,14,38,5,5,1,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,1,7,96,2,85,0,4,2,75,15,0,0,0,5,2,0,8,1,173,0,4,0,1,404,5758
45,dop10rgbi_32_407_5748_1_nw_2020.jp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,5748
46,dop10rgbi_32_408_5760_1_nw_2020.jp2,21,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,408,5760
47,dop10rgbi_32_403_5757_1_nw_2020.jp2,688,0,176,3,1,0,9,9,62,0,1,0,0,0,0,0,1,26,0,0,0,0,6,1,1,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,36,0,25,0,0,0,136,2,0,0,0,0,13,0,1,0,172,0,1,0,0,403,5757
48,dop10rgbi_32_409_5758_1_nw_2020.jp2,73,0,0,0,0,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,13,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,409,5758
49,dop10rgbi_32_405_5760_1_nw_2020.jp2,230,0,20,1,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,82,0,0,0,0,0,0,0,0,0,8,0,13,0,0,405,5760
50,dop10rgbi_32_404_5761_1_nw_2020.jp2,656,0,36,7,0,0,2,2,159,0,0,0,0,0,0,0,14,14,0,0,0,0,3,4,0,33,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,11,0,0,0,109,1,0,0,0,0,33,0,0,0,197,0,0,0,0,404,5761
51,dop10rgbi_32_402_5756_1_nw_2020.jp2,85,0,7,0,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,7,0,0,0,0,0,0,0,0,0,0,0,0,402,5756
52,dop10rgbi_32_408_5759_1_nw_2020.jp2,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,408,5759
53,dop10rgbi_32_406_5749_1_nw_2020.jp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,5749
54,dop10rgbi_32_409_5761_1_nw_2020.jp2,122,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,0,0,0,0,409,5761
55,dop10rgbi_32_405_5759_1_nw_2020.jp2,422,0,74,5,0,2,0,2,95,0,0,0,0,0,0,0,37,3,0,0,0,0,21,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,27,4,0,0,0,0,9,0,0,0,114,0,0,0,0,405,5759
56,dop10rgbi_32_401_5751_1_nw_2020.jp2,53,0,4,0,0,0,0,20,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,401,5751
57,dop10rgbi_32_400_5757_1_nw_2020.jp2,82,0,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,12,0,0,0,0,400,5757
58,dop10rgbi_32_406_5760_1_nw_2020.jp2,243,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,0,0,2,92,0,0,0,0,0,6,0,0,0,94,0,0,0,0,406,5760
59,dop10rgbi_32_409_5748_1_nw_2020.jp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,5748
60,dop10rgbi_32_407_5758_1_nw_2020.jp2,659,0,129,48,0,0,0,66,53,0,0,0,0,0,0,0,14,23,0,0,0,0,5,52,1,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,1,0,0,19,0,7,0,0,2,16,18,3,0,0,0,56,0,0,0,130,0,6,0,0,407,5758
61,dop10rgbi_32_403_5750_1_nw_2020.jp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,5750
62,dop10rgbi_32_404_5748_1_nw_2020.jp2,95,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,6,0,0,0,0,0,0,0,0,77,0,0,0,0,404,5748
63,dop10rgbi_32_405_5749_1_nw_2020.jp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,5749
64,dop10rgbi_32_402_5751_1_nw_2020.jp2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,5751
65,dop10rgbi_32_406_5759_1_nw_2020.jp2,492,0,33,1,2,0,0,20,36,1,1,0,0,0,0,0,5,1,0,0,0,0,0,98,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,50,11,16,0,0,6,156,4,0,0,0,1,20,0,0,0,23,0,0,0,0,406,5759
66,dop10rgbi_32_407_5761_1_nw_2020.jp2,130,0,16,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,57,0,0,0,0,0,0,0,0,0,19,0,0,0,0,407,5761
67,dop10rgbi_32_408_5749_1_nw_2020.jp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,5749
68,dop10rgbi_32_401_5756_1_nw_2020.jp2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,5756
69,dop10rgbi_32_403_5754_1_nw_2020.jp2,314,0,61,21,0,2,9,3,18,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,14,0,0,0,32,4,4,0,0,0,0,0,0,0,100,0,0,0,0,403,5754
70,dop10rgbi_32_400_5753_1_nw_2020.jp2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,400,5753
71,dop10rgbi_32_401_5752_1_nw_2020.jp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,5752
72,dop10rgbi_32_409_5762_1_nw_2020.jp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,5762
73,dop10rgbi_32_402_5755_1_nw_2020.jp2,120,0,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,29,4,28,0,0,0,0,0,0,0,3,0,0,0,0,402,5755
74,dop10rgbi_32_404_5762_1_nw_2020.jp2,177,0,14,0,0,4,0,13,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,404,5762
75,dop10rgbi_32_402_5754_1_nw_2020.jp2,318,0,41,0,2,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,138,0,0,0,0,0,2,0,0,0,23,0,0,0,0,402,5754
76,dop10rgbi_32_401_5753_1_nw_2020.jp2,137,0,15,1,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,1,0,0,0,10,0,0,0,10,0,0,0,0,401,5753
77,dop10rgbi_32_408_5762_1_nw_2020.jp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,5762
78,dop10rgbi_32_400_5752_1_nw_2020.jp2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,400,5752
79,dop10rgbi_32_405_5762_1_nw_2020.jp2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,5762
80,dop10rgbi_32_403_5755_1_nw_2020.jp2,884,0,175,8,0,29,8,65,198,1,0,0,0,1,0,3,14,7,0,0,0,0,20,36,3,0,0,3,0,0,0,1,1,1,0,0,3,0,2,0,0,1,0,0,3,6,13,33,0,0,0,93,4,49,0,0,2,15,0,19,0,65,1,0,1,0,403,5755
81,dop10rgbi_32_407_5760_1_nw_2020.jp2,86,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,2,0,0,0,0,407,5760
82,dop10rgbi_32_408_5748_1_nw_2020.jp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,5748
83,dop10rgbi_32_401_5757_1_nw_2020.jp2,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,74,0,0,0,0,401,5757
84,dop10rgbi_32_405_5748_1_nw_2020.jp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,5748
85,dop10rgbi_32_402_5750_1_nw_2020.jp2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,402,5750
86,dop10rgbi_32_406_5758_1_nw_2020.jp2,1139,0,130,31,0,1,0,43,176,0,2,0,0,1,0,0,18,26,0,0,0,0,10,58,2,4,2,3,0,0,0,1,0,1,0,0,1,0,1,0,0,1,2,0,0,132,2,44,0,0,35,53,5,6,0,0,0,56,0,7,0,281,0,4,0,0,406,5758
87,dop10rgbi_32_407_5759_1_nw_2020.jp2,43,0,2,0,0,2,0,2,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,13,0,0,0,0,407,5759
88,dop10rgbi_32_403_5751_1_nw_2020.jp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,5751
89,dop10rgbi_32_404_5749_1_nw_2020.jp2,21,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6,0,0,0,0,404,5749
90,dop10rgbi_32_400_5756_1_nw_2020.jp2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,16,0,0,0,0,400,5756
91,dop10rgbi_32_406_5761_1_nw_2020.jp2,113,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,406,5761
92,dop10rgbi_32_409_5749_1_nw_2020.jp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,5749
93,dop10rgbi_32_406_5748_1_nw_2020.jp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,5748
94,dop10rgbi_32_409_5760_1_nw_2020.jp2,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,89,0,0,0,0,409,5760
95,dop10rgbi_32_405_5758_1_nw_2020.jp2,1334,0,160,44,3,8,1,22,131,0,2,0,0,7,1,0,64,40,0,1,0,0,31,56,8,9,3,1,0,0,0,0,8,1,0,0,2,0,0,0,0,1,1,0,4,43,0,19,0,0,26,18,24,5,0,1,3,10,0,12,0,561,1,1,0,1,405,5758
96,dop10rgbi_32_401_5750_1_nw_2020.jp2,197,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,94,0,0,0,0,0,0,0,0,0,85,0,0,0,0,401,5750
97,dop10rgbi_32_404_5760_1_nw_2020.jp2,551,0,103,2,0,0,0,0,105,0,0,0,0,0,0,0,7,9,0,0,0,0,2,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,38,29,0,0,0,0,12,0,0,0,140,0,0,0,0,404,5760
98,dop10rgbi_32_402_5757_1_nw_2020.jp2,341,0,9,1,0,0,2,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,11,0,0,0,118,0,0,0,0,0,2,0,0,0,69,0,0,0,0,402,5757
99,dop10rgbi_32_408_5758_1_nw_2020.jp2,227,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,9,2,0,0,0,0,1,0,0,0,132,0,0,0,0,408,5758
100,dop10rgbi_32_403_5756_1_nw_2020.jp2,399,0,72,13,2,14,4,13,39,0,0,0,0,0,0,2,1,1,0,0,0,1,4,17,0,5,0,0,0,1,0,0,5,5,0,0,4,0,0,0,0,2,0,0,1,6,4,24,0,0,2,73,1,4,0,0,0,55,2,8,0,12,0,2,0,0,403,5756
