WKT;str_schl;baumgruppe
POINT (405702.303 5758384.843);05696;Prunus
POINT (405768.785 5758382.437);05696;Tilia
POINT (405536.557 5758376.213);05696;Prunus
POINT (405468.364 5758373.72);05696;Prunus
POINT (405415.247 5758365.165);05696;Prunus
POINT (405538.653 5758382.63);05696;Prunus
POINT (405635.838 5758387.006);05696;Prunus
POINT (405765.913 5758390.755);05696;Tilia
POINT (405767.217 5758395.341);05696;Tilia
POINT (405603.068 5758353.766);05696;Platanus
POINT (405581.424 5758408.28);05696;Fagus
POINT (403246.576 5759239.121);05694;Quercus
POINT (403179.275 5757068.622);05510;Tilia
POINT (401440.674 5758372.807);02882;Tilia
POINT (402091.327 5757902.189);02370;Fraxinus
POINT (402239.636 5757721.817);02370;Sorbus
POINT (403598.298 5754549.395);07150;Tilia
POINT (402142.096 5759148.503);02355;Quercus
POINT (402376.429 5758960.081);05997;Ginkgo
POINT (402674.017 5758121.476);06885;Corylus
POINT (403240.541 5756466.767);06155;Aesculus
POINT (402537.742 5757657.162);04945;Acer
POINT (413114.866 5752976.072);00271;Quercus
POINT (402517.539 5758298.467);06885;Acer
POINT (403232.481 5759265.981);05694;Quercus
POINT (405652.941 5757778.497);01575;Tilia
POINT (405652.717 5757772.498);01575;Tilia
POINT (405652.696 5757766.586);01575;Tilia
POINT (405652.515 5757754.669);01575;Tilia
POINT (405652.404 5757749.005);01575;Tilia
POINT (405651.993 5757720.652);01575;Tilia
POINT (405652.089 5757742.986);01575;Tilia
POINT (405651.953 5757725.602);01575;Tilia
POINT (405657.492 5757723.951);01575;Tilia
POINT (405656.515 5757736.659);01575;Tilia
POINT (405656.637 5757743.013);01575;Tilia
POINT (405656.637 5757748.756);01575;Tilia
POINT (405657.004 5757754.621);01575;Tilia
POINT (405657.005 5757760.486);01575;Tilia
POINT (405657.371 5757772.583);01575;Tilia
POINT (405511.53 5757780.055);01575;Tilia
POINT (405481.421 5757787.304);01575;Tilia
POINT (405486.025 5757799.903);01575;Tilia
POINT (405513.759 5757828.72);01575;Tilia
POINT (405621.087 5757747.711);01575;Tilia
POINT (405638.709 5757789.892);01575;Tilia
POINT (405637.655 5757731.018);01575;Tilia
POINT (405645.338 5757754.105);01575;Tilia
POINT (405657.436 5757784.271);01575;Tilia
POINT (405657.568 5757790.041);01575;Tilia
POINT (405657.723 5757796.171);01575;Tilia
POINT (405665.218 5757815.548);01575;Tilia
POINT (405659.382 5757815.387);01575;Tilia
POINT (405653.438 5757815.528);01575;Tilia
POINT (404939.545 5758051.381);05460;Tilia
POINT (404945.317 5758064.591);05460;Tilia
POINT (404940.66 5758068.827);05460;Tilia
POINT (404945.718 5758070.941);05460;Tilia
POINT (404941.192 5758077.009);05460;Tilia
POINT (404918.077 5757864.118);05460;Tilia
POINT (404917.514 5757855.84);05460;Tilia
POINT (404916.948 5757847.266);05460;Tilia
POINT (404911.573 5757843.661);05460;Tilia
POINT (404916.397 5757838.884);05460;Tilia
POINT (404910.935 5757834.185);05460;Tilia
POINT (404915.866 5757830.898);05460;Tilia
POINT (404915.3 5757822.527);05460;Tilia
POINT (404909.318 5757810.033);05460;Tilia
POINT (404914.019 5757803.384);05460;Tilia
POINT (404908.654 5757800.248);05460;Tilia
POINT (404913.426 5757794.412);05460;Tilia
POINT (404908.036 5757791.168);05460;Tilia
POINT (404912.827 5757785.541);05460;Tilia
POINT (404912.221 5757776.46);05460;Tilia
POINT (404906.831 5757773.295);05460;Tilia
POINT (404906.221 5757764.21);05460;Tilia
POINT (404911.061 5757759.115);05460;Tilia
POINT (405649.18 5758287.591);05460;Tilia
POINT (405611.718 5758271.339);05460;Acer
POINT (405602.517 5758269.496);05460;Acer
POINT (405870.231 5758412.662);01355;Taxus
POINT (405533.104 5758250.984);05460;Fagus
POINT (405519.299 5758249.556);05460;Acer
POINT (405823.747 5758433.655);01355;Acer
POINT (405803.673 5758396.768);01355;Ilex
POINT (405485.791 5758239.224);05460;Aesculus
POINT (405786.395 5758388.857);01355;Acer
POINT (405461.729 5758233.663);05460;Aesculus
POINT (405450.67 5758229.966);05460;Sophora
POINT (405042.428 5757224.115);00025;Acer
POINT (405062.186 5757246.595);00025;Taxus
POINT (405782.85 5758390.365);01355;Acer
POINT (405074.96 5757247.619);00025;Acer
POINT (405559.859 5758308.9);05460;Taxus
POINT (405779.384 5758358.139);05460;Quercus
POINT (404907.422 5757782.091);05460;Tilia
POINT (404909.876 5757818.419);05460;Tilia
POINT (404914.594 5757811.867);05460;Tilia
POINT (404912.204 5757853.053);05460;Tilia
POINT (404912.809 5757862.131);05460;Tilia
POINT (402302.278 5764215.414);05378;Salix
POINT (402307.832 5764208.286);05378;Salix
POINT (402313.848 5764201.436);05378;Salix
POINT (402319.032 5764195.142);05378;Salix
POINT (399844.716 5765029.255);05623;Acer
POINT (399847.615 5764985.225);05623;Acer
POINT (399848.903 5764970.513);05623;Acer
POINT (399849.977 5764955.693);05623;Acer
POINT (399850.621 5764941.732);05623;Acer
POINT (399851.91 5764926.268);05623;Acer
POINT (399854.164 5764896.628);05623;Acer
POINT (399854.916 5764884.386);05623;Acer
POINT (399847.184 5764903.287);05623;Acer
POINT (399835.911 5765067.7);05623;Acer
POINT (399837.736 5765037.953);05623;Acer
POINT (399838.917 5765021.952);05623;Acer
POINT (399841.279 5764991.883);05623;Acer
POINT (399842.138 5764977.6);05623;Acer
POINT (408026.398 5756790.582);04370;Fraxinus
POINT (408029.467 5756829.302);04370;Fraxinus
POINT (408032.854 5756876.696);04370;Fraxinus
POINT (408035.289 5756908.328);04370;Fraxinus
POINT (408031.267 5756853.845);04370;Fraxinus
POINT (408034.971 5756899.97);04370;Fraxinus
POINT (408049.151 5756998.99);04370;Fraxinus
POINT (408063.539 5757020.783);04370;Fraxinus
POINT (409472.753 5761475.768);06475;Tilia
POINT (409466.091 5761482.912);06475;Tilia
POINT (409460.665 5761489.781);06475;Tilia
POINT (409454.621 5761496.993);06475;Tilia
POINT (403172.084 5765955.872);02083;Quercus
POINT (409048.107 5756730.905);02885;Baumgruppe
POINT (408996.627 5756728.303);02885;Baumgruppe
POINT (408840.596 5756720.498);02885;Baumgruppe
POINT (408605.043 5756693.139);02885;Quercus
POINT (408585.676 5756945.386);02075;Prunus
POINT (408589.329 5756965.135);02075;Prunus
POINT (408982.11 5757249.212);02727;Robinia
POINT (408985.898 5757246.165);02727;Sorbus
POINT (408991.169 5757245.918);02727;Sorbus
POINT (409003.687 5757246.33);02727;Sorbus
POINT (409009.698 5757246.494);02727;Sorbus
POINT (409015.628 5757246.824);02727;Sorbus
POINT (409021.393 5757246.906);02727;Sorbus
POINT (409028.063 5757247.482);02727;Sorbus
POINT (409161.239 5758505.523);06505;Pyrus
POINT (409198.442 5758517.533);06505;
POINT (409222.336 5758522.987);06505;
POINT (409279.796 5758535.582);06505;Pyrus
POINT (405593.511 5758418.33);05696;Fagus
POINT (405924.698 5758484.517);03635;Carpinus
POINT (404824.25 5758506.524);06740;Carpinus
POINT (402864.715 5766570.479);02083;Populus
POINT (402868.723 5766569.143);02083;Populus
POINT (402876.65 5766566.47);02083;Populus
POINT (402881.015 5766564.778);02083;Populus
POINT (402885.647 5766563.174);02083;Populus
POINT (403282.054 5761692.368);04180;Gleditsia
POINT (403281.911 5761700.862);04180;Gleditsia
POINT (403282.053 5761684.087);04180;Gleditsia
POINT (403269.277 5761696.151);04180;Gleditsia
POINT (403474.091 5762096.022);02845;Quercus
POINT (403474.091 5762105.533);02845;Quercus
POINT (403474.092 5762113.325);02845;Quercus
POINT (403473.977 5762129.94);02845;Quercus
POINT (403471.915 5762142.43);02845;Quercus
POINT (403438.685 5762197.318);02845;Carpinus
POINT (403443.579 5762199.359);02845;Carpinus
POINT (403379.223 5762287.246);02845;Tilia
POINT (404453.245 5759064.914);07360;Tilia
POINT (404510.056 5759070.946);07360;Tilia
POINT (409078.178 5756695.247);04800;Betula
POINT (408200.2 5757319.503);02250;Prunus
POINT (403567.034 5760716.454);07290;Quercus
POINT (403577.881 5766795.095);04985;Quercus
POINT (403600.968 5766799.302);04985;Quercus
POINT (403605.859 5766799.871);04985;Quercus
POINT (403611.773 5766801.008);04985;Quercus
POINT (403660.109 5766808.969);04985;Quercus
POINT (403643.504 5766806.353);04985;Quercus
POINT (404918.328 5762329.174);06300;Quercus
POINT (403634.974 5766805.216);04985;Quercus
POINT (403631.107 5766804.306);04985;Quercus
POINT (405597.332 5758286.971);05460;Tilia
POINT (405606.698 5758293.585);05460;Tilia
POINT (405632.77 5758295.572);05460;Tilia
POINT (405651.384 5758300.059);05460;Tilia
POINT (405673.864 5758305.505);05460;Tilia
POINT (405681.94 5758307.364);05460;Tilia
POINT (405711.057 5758319.748);05460;Tilia
POINT (405729.09 5758319.057);05460;Tilia
POINT (405731.302 5758311.776);05460;Tilia
POINT (405702.181 5758305.076);05460;Tilia
POINT (405685.464 5758296.624);05460;Tilia
POINT (405678.179 5758294.684);05460;Tilia
POINT (405646.396 5757820.445);01575;Tilia
POINT (405653.447 5757820.644);01575;Tilia
POINT (405659.572 5757826.516);01575;Tilia
POINT (405662.663 5757826.337);01575;Tilia
POINT (405646.601 5757832.51);01575;Tilia
POINT (405664.178 5757837.768);01575;Tilia
POINT (405673.234 5757802.94);01575;Tilia
POINT (405671.773 5757759.883);01575;Tilia
POINT (405671.349 5757754.17);01575;Tilia
POINT (405809.223 5757172.064);03895;Fagus
POINT (403722.913 5757211.43);01955;Crataegus
POINT (401302.936 5759252.626);05715;Carpinus
POINT (403837.123 5758062.585);01788;Platanus
POINT (403319.645 5756818.94);05510;Prunus
POINT (403757.507 5756933.119);06640;Carpinus
POINT (405652.606 5757760.704);01575;Tilia
POINT (405657.095 5757766.596);01575;Tilia
POINT (405618.927 5757774.962);01575;Tilia
POINT (405658.011 5757802.186);01575;Tilia
POINT (405653.499 5757826.607);01575;Tilia
POINT (405673.805 5757797.82);01575;Tilia
POINT (405901.379 5757780.918);01055;Gleditsia
POINT (405930.445 5757534.904);04360;Quercus
POINT (405051.508 5757211.732);00025;Platanus
POINT (405003.479 5757743.821);05945;Tilia
POINT (403948.696 5758262.12);05125;Quercus
POINT (404863.215 5757724.359);02335;Tilia
POINT (403999.053 5756836.878);03680;Carpinus
POINT (404976.516 5757039.198);00985;Platanus
POINT (407051.415 5757322.006);03130;Platanus
POINT (404386.386 5758869.705);06350;Platanus
POINT (404526.838 5758735.947);06350;Platanus
POINT (404837.367 5761856.08);02505;Quercus
POINT (404797.919 5759465.542);03805;Corylus
POINT (404638.682 5760463.208);02505;Tilia
POINT (405762.93 5758402.528);01365;Tilia
POINT (404731.905 5760260.994);03805;Platanus
POINT (404782.247 5759681.46);03805;Acer
POINT (404787.843 5759625.34);03805;Acer
POINT (404789.874 5759307.01);03805;Corylus
POINT (404758.42 5759016.338);03805;Crataegus
POINT (404757.84 5759037.734);03805;Crataegus
POINT (404921.508 5757918.012);05460;Tilia
POINT (405555.281 5758304.64);05460;Taxus
POINT (404920.92 5757908.842);05460;Tilia
POINT (404922.672 5757936.162);05460;Tilia
POINT (404925.516 5757980.12);05460;Tilia
POINT (404920.785 5757985.185);05460;Tilia
POINT (404923.084 5758020.794);05460;Tilia
POINT (404924.796 5758047.327);05460;Tilia
POINT (404929.555 5758042.932);05460;Tilia
POINT (404931.065 5758066.253);05460;Tilia
POINT (404940.144 5758060.851);05460;Tilia
POINT (404939.065 5758043.893);05460;Tilia
POINT (404938.483 5758035.015);05460;Tilia
POINT (404936.158 5757998.916);05460;Tilia
POINT (405508.477 5758296.993);05460;Carpinus
POINT (405504.958 5758293.13);05460;Carpinus
POINT (405501.28 5758294.824);05460;Carpinus
POINT (405431.509 5758277.057);05460;Taxus
POINT (405327.054 5758307.979);05460;Fagus
POINT (405310.668 5758297.76);05460;Robinia
POINT (405730.999 5759028.356);01325;Quercus
POINT (405310.851 5758284.6);05460;Robinia
POINT (405300.387 5758304.292);05460;Fraxinus
POINT (405292.677 5758303.052);05460;Tilia
POINT (405289.476 5758301.533);05460;Tilia
POINT (405288.833 5758298.823);05460;Acer
POINT (405283.016 5758295.444);05460;Acer
POINT (405280.433 5758294.956);05460;Tilia
POINT (405282.731 5758284.702);05460;Quercus
POINT (405276.454 5758282.279);05460;Carpinus
POINT (405275.338 5758282.898);05460;Carpinus
POINT (405267.176 5758292.055);05460;Acer
POINT (405257.868 5758287.009);05460;Acer
POINT (405224.668 5758308.629);05460;Gleditsia
POINT (405251.204 5758316.078);05460;Tsuga
POINT (405759.654 5759025.972);01325;Quercus
POINT (405318.875 5758318.692);05460;Ailanthus
POINT (405332.062 5758363.984);05460;Fraxinus
POINT (405372.555 5758358.826);05460;Tilia
POINT (405371.14 5758318.917);05460;Fraxinus
POINT (405062.772 5758452.308);06450;Carpinus
POINT (405268.948 5758324.066);05460;Carpinus
POINT (405077.729 5758460.006);06450;Robinia
POINT (405090.327 5758449.368);06450;Robinia
POINT (405365.361 5758292.931);05460;Zelkova
POINT (409330.504 5758547.073);06505;
POINT (409347.515 5758551.552);06505;Pyrus
POINT (409386.562 5758525.331);06505;Betula
POINT (409404.858 5758457.218);06505;Betula
POINT (409400.521 5758472.981);06505;Betula
POINT (409390.577 5758509.162);06505;Betula
POINT (409408.772 5758443.147);06505;Betula
POINT (409420.303 5758404.11);06505;Betula
POINT (405351.419 5766733.458);02390;Malus
POINT (403743.382 5761077.405);02570;Tilia
POINT (403689.018 5761100.079);02570;Tilia
POINT (403468.588 5761262.563);02570;Carpinus
POINT (403424.117 5761293.816);02570;Carpinus
POINT (403577.403 5761188.062);02570;Carpinus
POINT (403735.416 5761099.466);02570;Tilia
POINT (404980.805 5764401.398);05800;Acer
POINT (404971.918 5764402.509);05800;Acer
POINT (404962.476 5764403.382);05800;Acer
POINT (404927.724 5764406.715);05800;Acer
POINT (408935.46 5758969.923);01395;Fraxinus
POINT (408874.736 5758981.879);01395;Fraxinus
POINT (408827.024 5758992.141);01395;Fraxinus
POINT (408769.05 5759003.568);01395;Fraxinus
POINT (408636.917 5759026.844);01395;Fraxinus
POINT (408574.288 5759021.45);01395;Fraxinus
POINT (408483.096 5759012.354);01395;Fraxinus
POINT (408420.149 5759006.642);01395;Fraxinus
POINT (408380.054 5759002.093);01395;Fraxinus
POINT (408284.841 5758994.901);01395;Fraxinus
POINT (405063.148 5758525.803);06450;Tilia
POINT (405068.363 5758526.04);06450;Tilia
POINT (405165.791 5758570.756);06450;Robinia
POINT (405168.282 5758564.502);06450;Robinia
POINT (405139.093 5758426.557);02520;Fraxinus
POINT (405330.521 5758397.912);03865;Crataegus
POINT (405324.662 5758392.181);03865;Crataegus
POINT (405318.655 5758386.274);03865;Carpinus
POINT (405136.017 5758433.562);02520;Fraxinus
POINT (405132.49 5758441.692);02520;Fraxinus
POINT (405129.242 5758448.55);02520;Fraxinus
POINT (405105.703 5758499.336);02520;Fraxinus
POINT (405094.56 5758504.087);02520;Fraxinus
POINT (405097.689 5758497.532);02520;Fraxinus
POINT (405100.934 5758490.701);02520;Fraxinus
POINT (405103.786 5758484.404);02520;Fraxinus
POINT (405380.829 5766748.269);02390;Malus
POINT (405663.952 5758291.253);05460;Tilia
POINT (405671.274 5758309.156);05460;Tilia
POINT (405759.908 5758318.758);05460;Tilia
POINT (405747.203 5758323.451);05460;Tilia
POINT (405775.369 5758334.683);05460;Tilia
POINT (405791.145 5758333.875);05460;Tilia
POINT (405775.114 5758322.548);05460;Tilia
POINT (405766.558 5758316.25);05460;Tilia
POINT (405744.752 5758310.864);05460;Tilia
POINT (405736.755 5758309.134);05460;Tilia
POINT (405753.597 5758331.964);05460;Tilia
POINT (405780.771 5758331.329);05460;Tilia
POINT (405810.757 5758338.896);05460;Tilia
POINT (405822.78 5758341.818);05460;Tilia
POINT (405859.269 5758354.537);05460;Tilia
POINT (405829.804 5758335.912);05460;Tilia
POINT (405816.292 5758344.323);05460;Tilia
POINT (405855.146 5758349.588);05460;Tilia
POINT (405789.805 5758325.889);05460;Tilia
POINT (405719.818 5758308.57);05460;Tilia
POINT (408985.362 5757561.036);05390;Tilia
POINT (408923.234 5757561.168);05390;Baumgruppe
POINT (408589.444 5759016.677);01395;Quercus
POINT (409049.203 5757859.711);04800;Quercus
POINT (409072.577 5757969.922);04800;Quercus
POINT (409090.865 5758525.632);04800;Robinia
POINT (408735.77 5756495.58);02110;Carpinus
POINT (408055.569 5757137.828);04490;Pinus
POINT (408074.081 5757107.783);04490;Acer
POINT (408028.804 5757159.515);04490;Acer
POINT (408044.037 5757136.029);04490;Pinus
POINT (408161.993 5757059.858);04490;Acer
POINT (408318.161 5756976.285);04490;Baumgruppe
POINT (408041.219 5757164.891);04490;Acer
POINT (408597.817 5759017.637);01395;Quercus
POINT (408605.777 5759018.323);01395;Quercus
POINT (408613.464 5759019.009);01395;Quercus
POINT (408852.382 5758979.833);01395;Alnus
POINT (408912.001 5758968.027);01395;Betula
POINT (408976.291 5758954.607);01395;Alnus
POINT (409040.752 5758956.135);01395;Fraxinus
POINT (408953.021 5758965.988);01395;Fraxinus
POINT (409037.61 5758964.203);01395;Fraxinus
POINT (405401.859 5758824.75);05060;Tilia
POINT (405436.736 5758820.774);05060;Tilia
POINT (404912.179 5758760.603);04710;Acer
POINT (407038.534 5757160.799);03130;Platanus
POINT (403048.786 5757952.048);05690;Tilia
POINT (402970.114 5757816.084);05690;Platanus
POINT (402695.194 5757628.851);05690;Quercus
POINT (406237.414 5757400.124);07340;Tilia
POINT (403692.889 5754036.091);04740;Platanus
POINT (403029.731 5757945.315);05690;Platanus
POINT (403042.086 5758086.436);05690;Quercus
POINT (402628.177 5757612.913);05690;Platanus
POINT (402524.719 5757598.524);05690;Quercus
POINT (402520.019 5757607.286);05690;Tilia
POINT (402441.352 5757595.943);05690;Quercus
POINT (403684.315 5758231.602);01400;Platanus
POINT (403591.195 5758462.809);01400;Platanus
POINT (405122.437 5757953.808);03550;Gleditsia
POINT (404816.792 5757506.029);00025;Tilia
POINT (405130.639 5757960.052);03550;Acer
POINT (404802.121 5757462.92);00025;Aesculus
POINT (405129.686 5757951.268);03550;Gleditsia
POINT (404906.217 5757344.775);00025;Magnolia
POINT (405135.137 5757951.479);03550;Gleditsia
POINT (404864.887 5757417.35);00025;Liriodendron
POINT (405155.298 5757914.65);03550;Platanus
POINT (405175.195 5757913.591);03550;Acer
POINT (405309.088 5757622.306);00990;Prunus
POINT (404794.786 5757479.805);00025;Juglans
POINT (405301.362 5757634.959);00990;Prunus
POINT (404835.128 5757404.714);00025;Platanus
POINT (405286.469 5757685.069);00990;Quercus
POINT (404867.017 5757358.156);00025;Salix
POINT (405122.516 5757462.834);02310;Corylus
POINT (403930.631 5756072.363);04665;Quercus
POINT (403911.314 5756046.867);04665;Gleditsia
POINT (403916.141 5756048.47);04665;Gleditsia
POINT (403915.213 5756043.21);04665;Gleditsia
POINT (403928.165 5756511.183);06568;Baum Amt62
POINT (402809.084 5755044.477);04665;Quercus
POINT (402844.602 5755038.17);04665;Salix
POINT (402887.57 5755152.766);04665;Salix
POINT (405118.482 5757460.313);02310;Corylus
POINT (402919.87 5755210.932);04665;Salix
POINT (402886.893 5755349.447);04665;Quercus
POINT (405094.239 5758441.764);06450;Carpinus
POINT (405068.712 5758439.037);06450;Pyrus
POINT (404940.2 5757985.158);05460;Tilia
POINT (404937.139 5757937.973);05460;Tilia
POINT (404938.361 5757956.929);05460;Tilia
POINT (404935.381 5757910.835);05460;Tilia
POINT (404934.83 5757902.056);05460;Tilia
POINT (404933.939 5758110.007);05460;Tilia
POINT (404933.474 5758101.216);05460;Tilia
POINT (404938.932 5758163.167);05460;Tilia
POINT (404935.683 5758168.159);05460;Tilia
POINT (405079.069 5758441.543);06450;Betula
POINT (405089.425 5758430.073);06450;Carpinus
POINT (405072.666 5758427.79);06450;Pyrus
POINT (405585.698 5758266.257);05460;Crataegus
POINT (405442.145 5758281.237);05460;Malus-Hybride
POINT (402717.347 5754923.235);04665;Fagus
POINT (402713.453 5754918.535);04665;Fagus
POINT (402707.018 5754910.365);04665;Fagus
POINT (402714.638 5754904.438);04665;Fagus
POINT (402704.69 5754898.511);04665;Quercus
POINT (402704.436 5754893.644);04665;Fagus
POINT (402699.695 5754942.057);04665;Quercus
POINT (402724.25 5754975.646);04665;Quercus
POINT (402726.972 5754982.191);04665;Quercus
POINT (402732.995 5754979.411);04665;Quercus
POINT (403388.809 5755593.402);04665;Alnus
POINT (403385.53 5755401.299);04665;Quercus
POINT (403243.429 5755301.926);04665;Quercus
POINT (406201.308 5757497.447);06175;Acer
POINT (403204.231 5755498.44);04665;Prunus
POINT (403150.418 5755520.686);04665;Quercus
POINT (403027.524 5755470.14);04665;Carpinus
POINT (402924.4 5755408.206);04665;Quercus
POINT (405940.177 5757106.5);01865;Platanus
POINT (402895.105 5755153.19);04665;Salix
POINT (402828.896 5755078.429);04665;Salix
POINT (405273.118 5757138.002);05460;Sophora
POINT (405402.743 5757169.36);05460;Tilia
POINT (403330.822 5755657.084);04665;Fraxinus
POINT (403352.225 5755487.64);04665;Salix
POINT (403374.055 5755601.808);04665;Salix
POINT (405582.528 5766854.305);02390;Malus
POINT (404373.88 5766779.274);04985;Quercus
POINT (404408.454 5766767.9);04985;Betula
POINT (404517.635 5766727.98);04985;Betula
POINT (404696.077 5766654.053);04985;Quercus
POINT (404913.705 5762261.592);06300;Quercus
POINT (404777.723 5767334.527);06305;Malus
POINT (405104.566 5765863.722);02865;Quercus
POINT (407000.017 5765081.515);07338;Malus
POINT (405842.417 5758600.491);04650;Sorbus
POINT (405060.817 5758521.258);06450;Tilia
POINT (405110.871 5758469.64);02520;Fraxinus
POINT (405539.347 5759097.824);01325;Tilia
POINT (405547.39 5759097.142);01325;Tilia
POINT (405571.107 5759092.766);01325;Tilia
POINT (405578.318 5759091.55);01325;Tilia
POINT (405610.841 5759084.631);01325;Tilia
POINT (405618.432 5759082.877);01325;Tilia
POINT (405626.262 5759081.262);01325;Tilia
POINT (405648.993 5759075.451);01325;Tilia
POINT (405656.922 5759073.192);01325;Tilia
POINT (405664.329 5759070.806);01325;Tilia
POINT (405674.581 5759068.048);01325;Tilia
POINT (405686.542 5759064.703);01325;Tilia
POINT (408930.35 5757754.125);00965;Betula
POINT (408925.086 5757718.301);00695;Betula
POINT (408897.919 5757635.362);00965;Betula
POINT (408390.041 5758241.69);05475;Tilia
POINT (408051.689 5756986.824);04370;Fraxinus
POINT (408921.865 5756724.69);02885;Baumgruppe
POINT (408583.736 5756883.679);02075;Prunus
POINT (408997.428 5757246.165);02727;Sorbus
POINT (409145.916 5758500.004);06505;Pyrus
POINT (409395.02 5758494.774);06505;Betula
POINT (405370.282 5766742.996);02390;Malus
POINT (405151.299 5758411.343);02825;Robinia
POINT (404786.963 5758701.331);03645;Ulmus
POINT (403263.902 5761632.702);04180;Magnolia
POINT (403286.265 5761696.365);04180;Gleditsia
POINT (404155.116 5760827.507);07185;Platanus
POINT (404180.572 5760815.195);07185;Quercus
POINT (404200.196 5760811.307);07185;Quercus
POINT (404287.301 5760808.892);07185;Platanus
POINT (405621.989 5766891.648);02390;Malus
POINT (403926.731 5766582.951);03065;Quercus
POINT (403816.994 5766531.104);03065;Quercus
POINT (403666.984 5760741.826);07290;Quercus
POINT (403612.728 5760725.633);07290;Quercus
POINT (409677.12 5761530.839);02785;Tilia
POINT (409697.22 5761531.156);02785;Tilia
POINT (409717.109 5761532.002);02785;Tilia
POINT (409736.68 5761532.213);02785;Tilia
POINT (409756.78 5761532.425);02785;Tilia
POINT (403934.298 5761972.583);05295;Corylus
POINT (403850.197 5762065.516);01525;Corylus
POINT (403486.441 5766778.946);04985;Quercus
POINT (403556.272 5766791.456);04985;Quercus
POINT (403585.274 5766796.687);04985;Quercus
POINT (403639.296 5766805.671);04985;Quercus
POINT (405640.202 5758301.779);05460;Tilia
POINT (405714.577 5758303.564);05460;Tilia
POINT (405718.425 5758316.236);05460;Tilia
POINT (405753.471 5758317.36);05460;Tilia
POINT (405838.225 5758349.533);05460;Tilia
POINT (405641.841 5758285.869);05460;Tilia
POINT (405522.62 5758257.162);05460;Tilia
POINT (403091.312 5760328.627);07290;Quercus
POINT (403105.338 5760220.116);07290;Ulmus
POINT (408987.983 5757559.463);05390;Tilia
POINT (408206.991 5757293.629);02250;Prunus
POINT (408227.476 5757018.598);04490;Carpinus
POINT (408862.404 5758978.219);01395;Alnus
POINT (409055.614 5758964.287);01395;Fraxinus
POINT (408963.494 5758964.421);01395;Quercus
POINT (408970.265 5758963.575);01395;Fraxinus
POINT (408997.877 5758962.728);01395;Fraxinus
POINT (409016.602 5758962.939);01395;Fraxinus
POINT (408944.558 5758967.701);01395;Fraxinus
POINT (408926.891 5758971.722);01395;Fraxinus
POINT (408918.322 5758973.097);01395;Fraxinus
POINT (408909.435 5758975.636);01395;Fraxinus
POINT (408900.972 5758976.906);01395;Fraxinus
POINT (408892.191 5758978.387);01395;Fraxinus
POINT (408856.011 5758985.582);01395;Fraxinus
POINT (409074.893 5758956.168);01395;Fraxinus
POINT (408846.701 5758988.121);01395;Fraxinus
POINT (408816.974 5758993.728);01395;Fraxinus
POINT (404516.88 5763067.806);00575;Quercus
POINT (404530.128 5763039.944);00575;Quercus
POINT (404547.882 5763000.474);00575;Quercus
POINT (404553.891 5762986.68);00575;Quercus
POINT (404559.9 5762973.842);00575;Quercus
POINT (404566.455 5762959.774);00575;Quercus
POINT (403071.202 5755277.811);04665;Salix
POINT (403113.154 5755351.344);04665;Salix
POINT (403047.336 5755476.236);04665;Carpinus
POINT (403036.372 5755469.251);04665;Carpinus
POINT (403211.082 5755587.53);04665;Prunus
POINT (403197.027 5755581.392);04665;Prunus
POINT (403256.166 5755312.365);04665;Quercus
POINT (405114.953 5757457.96);02310;Corylus
POINT (405831.117 5758309.656);01355;Tilia
POINT (405836.236 5758311.296);01355;Tilia
POINT (405866.552 5758322.583);01150;Carpinus
POINT (403781.7 5758449.026);01400;Standort
POINT (402597.811 5757573.565);05965;Tilia
POINT (403874.935 5757668.349);01559;Tilia
POINT (403382.055 5759118.919);05694;Quercus
POINT (405447.83 5753205.764);06785;Carpinus
POINT (404451.341 5760914.635);05515;Platanus
POINT (405904.058 5756167.895);00800;Tilia
POINT (408548.408 5755427.443);03005;Quercus
POINT (407375.848 5753421.837);03060;Quercus
POINT (406906.712 5755130.246);04335;Fraxinus
POINT (406884.561 5754168.202);01613;Quercus
POINT (408561.04 5753990.196);02495;Carpinus
POINT (408722.772 5754040.531);02495;Aesculus
POINT (408655.673 5753712.282);02610;Robinia
POINT (410053.374 5753316.681);03190;Tilia
POINT (410255.493 5752496.915);00505;Pyrus
POINT (406616.431 5755062.461);01950;Corylus
POINT (409105.502 5754234.3);02495;Carpinus
POINT (403432.132 5758655.732);04718;Platanus
POINT (408090.377 5754354.498);00105;Tilia
POINT (409284.49 5760389.843);01705;Quercus
POINT (404865.759 5754427.345);01685;Quercus
POINT (404819.852 5754352.206);01685;Quercus
POINT (404993.238 5754442.507);01685;Tilia
POINT (408485.046 5753754.155);00105;Pinus
POINT (408121.794 5754298.0);00105;Tilia
POINT (408389.535 5753890.543);00105;Quercus
POINT (408827.16 5753232.993);00105;Fraxinus
POINT (404820.729 5756158.354);07150;Acer
POINT (403566.115 5755557.155);04665;Acer
POINT (405064.703 5755804.125);05445;Acer
POINT (404301.719 5755102.862);02115;Corylus
POINT (404816.517 5755647.513);06145;Acer
POINT (405006.614 5755760.162);06145;Acer
POINT (405229.504 5755364.917);06435;Platanus
POINT (405495.007 5757131.846);05460;Tilia
POINT (406191.478 5757491.785);06175;Acer
POINT (403236.753 5755292.417);04665;Quercus
POINT (403097.308 5755195.721);04665;Fraxinus
POINT (403071.837 5755264.265);04665;Salix
