WKT;str_schl;baumgruppe
POINT (404685.243 5759126.262);02505;Tilia
POINT (404698.459 5759130.288);02505;Tilia
POINT (404692.992 5759278.839);02505;Carpinus
POINT (404692.909 5759289.147);02505;Carpinus
POINT (404692.118 5759319.032);02505;Carpinus
POINT (404685.647 5759520.435);02505;Tilia
POINT (404683.583 5759605.462);02505;Tilia
POINT (404664.747 5760283.643);02505;Standort
POINT (404662.299 5760349.83);02505;Carpinus
POINT (404352.732 5758911.89);06350;Platanus
POINT (404318.559 5758966.392);06350;Platanus
POINT (404356.819 5758921.679);06350;Acer
POINT (404593.647 5758631.946);06350;Platanus
POINT (404611.44 5758645.911);02270;Platanus
POINT (404564.444 5758690.445);06350;Platanus
POINT (404533.45 5758728.152);06350;Platanus
POINT (404517.223 5758748.136);06350;Platanus
POINT (404754.281 5758461.838);06350;Acer
POINT (404204.906 5759064.092);06350;Acer
POINT (404198.549 5759071.558);06350;Platanus
POINT (403881.283 5759388.167);06350;Fagus
POINT (404635.447 5760587.896);02505;Tilia
POINT (404663.547 5760936.122);02505;Acer
POINT (404674.459 5760998.108);02505;Acer
POINT (404689.399 5761086.755);02505;Carpinus
POINT (404694.94 5761123.003);02505;Acer
POINT (404772.185 5761555.699);02505;Quercus
POINT (404782.112 5761610.644);02505;Quercus
POINT (404862.474 5762052.918);02505;Quercus
POINT (404771.673 5761496.73);02505;Platanus
POINT (404783.271 5761558.407);02505;Platanus
POINT (404752.799 5761392.453);02505;Platanus
POINT (404653.529 5760815.532);02505;Sorbus
POINT (404647.069 5760561.172);02505;Quercus
POINT (404646.589 5760600.705);02505;Fagus
POINT (404646.229 5760619.27);02505;Acer
POINT (404658.68 5760502.428);02505;Acer
POINT (404658.286 5760523.177);02505;Tilia
POINT (404744.186 5761282.826);02505;Carpinus
POINT (404792.201 5761551.465);02505;Quercus
POINT (404900.366 5762122.353);02505;Carpinus
POINT (404920.431 5762195.506);03635;Quercus
POINT (404700.275 5758545.443);06350;Platanus
POINT (404797.233 5759491.366);03805;Tilia
POINT (404763.736 5759951.431);03805;Tilia
POINT (404649.316 5760066.653);02505;Tilia
POINT (404648.497 5760089.624);02505;Tilia
POINT (404643.264 5760282.152);02505;Tilia
POINT (404642.551 5760336.895);02505;Carpinus
POINT (404993.266 5757219.573);00025;Platanus
POINT (404964.856 5757225.275);00025;Platanus
POINT (404854.556 5757251.38);00025;Platanus
POINT (404816.212 5757260.765);00025;Platanus
POINT (404825.547 5757258.344);00025;Platanus
POINT (404944.941 5757229.532);00025;Platanus
POINT (404941.348 5757215.219);00025;Platanus
POINT (404515.303 5757615.241);03025;Corylus
POINT (404512.332 5757605.908);03025;Corylus
POINT (404598.541 5757451.256);03025;Platanus
POINT (404786.761 5757255.921);00025;Platanus
POINT (404846.17 5757238.22);00025;Platanus
POINT (405092.719 5757208.372);00025;Platanus
POINT (405031.477 5757199.08);00025;Platanus
POINT (405037.349 5757479.897);00520;Robinia
POINT (404609.188 5759101.04);07360;Tilia
POINT (404779.214 5759291.584);03805;Corylus
POINT (405030.622 5757802.956);05945;Platanus
POINT (405008.774 5757770.437);05945;Standort
POINT (405010.37 5757778.783);05945;Tilia
POINT (404666.184 5759572.6);02505;Tilia
POINT (404658.443 5759767.381);02505;Quercus
POINT (404656.488 5759800.286);02505;Tilia
POINT (404076.058 5758496.538);07285;Acer
POINT (404083.304 5758473.307);07285;Acer
POINT (404044.855 5758494.243);07285;Quercus
POINT (403957.832 5758263.882);05125;Tilia
POINT (403961.92 5758286.791);05125;Tilia
POINT (403967.299 5758312.866);05125;Tilia
POINT (404014.799 5758475.911);05125;Quercus
POINT (404175.498 5758855.113);05125;Acer
POINT (404169.59 5758844.444);05125;Acer
POINT (404147.985 5758805.693);05125;Acer
POINT (404132.115 5758775.36);05125;Acer
POINT (404914.635 5754430.941);01685;Tilia
POINT (407441.554 5757407.717);00930;Acer
POINT (407113.784 5757420.904);00930;Crataegus
POINT (407197.691 5757420.052);00930;Baumgruppe
POINT (407170.506 5757428.109);00930;Fraxinus
POINT (406415.338 5757213.517);01130;Tilia
POINT (406429.933 5757270.965);01130;Acer
POINT (406407.307 5757152.427);01130;Tilia
POINT (404253.01 5758984.31);05125;Acer
POINT (404216.6 5758944.312);05125;Acer
POINT (404311.868 5758958.771);06350;Platanus
POINT (404664.87 5760944.716);02505;Acer
POINT (404869.756 5762038.842);02505;Quercus
POINT (404647.188 5760554.684);02505;Quercus
POINT (404868.863 5761980.073);02505;Quercus
POINT (404655.457 5759843.962);02505;Tilia
POINT (405001.34 5757203.144);00025;Platanus
POINT (404922.319 5757219.711);00025;Platanus
POINT (404160.241 5758845.488);05125;Acer
POINT (404107.928 5758746.57);05125;Quercus
POINT (404057.645 5758632.492);05125;Platanus
POINT (404025.045 5758542.539);05125;Acer
POINT (403946.431 5758247.385);05125;Quercus
POINT (403969.568 5758375.64);05125;Acer
POINT (403916.212 5758110.971);05125;Tilia
POINT (403922.827 5758166.336);05125;Tilia
POINT (403931.789 5758231.807);05125;Tilia
POINT (403942.692 5758298.068);05125;Tilia
POINT (403955.289 5758363.138);05125;Tilia
POINT (403957.548 5758373.384);05125;Tilia
POINT (403983.562 5758457.555);05125;Tilia
POINT (403991.808 5758488.606);05125;Quercus
POINT (404014.28 5758560.924);05125;Acer
POINT (404033.554 5758610.972);05125;Acer
POINT (404047.428 5758640.476);05125;Acer
POINT (404104.037 5758757.388);05125;Acer
POINT (404114.13 5758776.946);05125;Acer
POINT (404244.021 5758989.553);05125;Acer
POINT (404247.747 5758999.513);05125;Acer
POINT (404121.346 5758806.849);05125;Aesculus
POINT (404870.815 5757723.565);02335;Tilia
POINT (404930.678 5757719.251);02335;Tilia
POINT (404961.033 5757717.849);02335;Tilia
POINT (404290.797 5757636.265);03240;Acer
POINT (404735.202 5757712.072);03240;Fagus
POINT (404991.088 5757204.877);00025;Platanus
POINT (404680.954 5757407.441);03025;Platanus
POINT (403993.002 5756922.739);03680;Tilia
POINT (404032.959 5756674.692);03680;Alnus
POINT (404029.216 5756694.877);03680;Tilia
POINT (404080.602 5756513.826);03680;Acer
POINT (403991.396 5756819.31);03680;Acer
POINT (403990.727 5757033.519);03680;Tilia
POINT (403992.367 5757047.567);03680;Tilia
POINT (403993.278 5757057.922);03680;Tilia
POINT (403994.998 5757124.91);03680;Tilia
POINT (404469.282 5756519.734);05845;Platanus
POINT (404424.334 5756492.829);05845;Platanus
POINT (404418.87 5756489.557);05845;Prunus
POINT (404296.43 5756409.057);05845;Aesculus
POINT (404323.475 5756414.191);05845;Tilia
POINT (405016.968 5757058.808);00985;Platanus
POINT (404958.536 5757023.181);00985;Tilia
POINT (403959.844 5758320.97);05125;Quercus
POINT (403944.755 5758309.03);05125;Tilia
POINT (404018.067 5758571.029);05125;Acer
POINT (404988.492 5757715.94);02335;Tilia
POINT (404745.01 5757323.48);03025;Platanus
POINT (404152.332 5758831.397);05125;Acer
POINT (404385.811 5756625.537);00985;Fagus
POINT (404814.2 5756354.711);03955;Quercus
POINT (404689.06 5756356.553);03955;Quercus
POINT (404772.272 5756694.483);03195;Betula
POINT (404940.281 5757002.142);00985;Platanus
POINT (404882.529 5756955.501);00985;Platanus
POINT (404842.416 5756935.247);00985;Platanus
POINT (404712.631 5756863.943);00985;Acer
POINT (404667.593 5756848.239);00985;Platanus
POINT (404542.709 5756778.45);00985;Tilia
POINT (404622.235 5756815.023);00985;Quercus
POINT (404642.389 5756827.706);00985;Carpinus
POINT (404477.485 5756715.658);00985;Fraxinus
POINT (404637.874 5760504.041);02505;Tilia
POINT (404634.468 5760631.111);02505;Tilia
POINT (407048.322 5757281.523);03130;Platanus
POINT (407053.103 5757341.899);03130;Platanus
POINT (398539.215 5753837.949);00095;Sorbus
POINT (398507.797 5753845.13);00095;Acer
POINT (398550.236 5753884.515);00095;Carpinus
POINT (398747.966 5753429.141);00270;Quercus
POINT (398803.175 5753158.48);00270;Quercus
POINT (400117.307 5756610.093);05075;Quercus
POINT (400055.408 5756583.777);05075;Fraxinus
POINT (399941.529 5756520.651);05075;Quercus
POINT (399611.796 5756294.479);05075;Quercus
POINT (399582.74 5756276.401);05075;Quercus
POINT (399378.749 5756170.374);05075;Quercus
POINT (404337.914 5756577.063);00985;Carpinus
POINT (404760.421 5756351.784);03955;Quercus
POINT (404282.004 5756262.738);03955;Acer
POINT (404621.671 5756340.341);03955;Quercus
POINT (404766.965 5756612.537);03195;Betula
POINT (403993.016 5756897.182);03680;Acer
POINT (403994.297 5757102.417);03680;Tilia
POINT (404673.56 5756676.812);05845;Fraxinus
POINT (404530.071 5756754.628);00985;Betula
POINT (404635.92 5760558.092);02505;Tilia
POINT (404401.348 5757590.383);05595;Betula
POINT (404409.427 5757489.436);04140;Tilia
POINT (404357.874 5757506.334);05595;Carpinus
POINT (404329.022 5757492.525);05595;Corylus
POINT (404309.256 5757479.331);05595;Corylus
POINT (404243.345 5757435.043);05595;Fraxinus
POINT (404094.483 5757382.697);05595;Acer
POINT (404010.293 5757435.886);03680;Platanus
POINT (404015.837 5757425.131);03680;Platanus
POINT (404019.046 5757419.089);03680;Acer
POINT (404020.799 5757423.466);03680;Acer
POINT (404333.103 5757505.797);05595;Carpinus
POINT (404841.839 5758348.622);06350;Acer
POINT (404767.702 5758404.369);06350;Standort
POINT (404644.149 5758553.689);06350;Acer
POINT (404632.714 5758573.93);06350;Acer
POINT (404597.746 5758610.436);03650;Acer
POINT (404474.193 5758761.021);06350;Acer
POINT (404403.998 5758848.089);06350;Standort
POINT (404640.856 5760399.757);02505;Carpinus
POINT (404384.769 5757508.408);05595;Sorbus
POINT (404070.471 5757386.897);05442;Acer
POINT (404614.094 5758590.369);06350;Acer
POINT (404340.094 5758941.366);06350;Acer
POINT (404696.445 5758526.185);06350;Acer
POINT (404193.357 5759079.475);06350;Platanus
POINT (404698.288 5761143.435);02505;Acer
POINT (404826.717 5761789.382);02505;Quercus
POINT (404661.351 5760605.283);02505;Tilia
POINT (404908.806 5762212.959);02505;Quercus
POINT (404643.744 5760239.688);02505;Tilia
POINT (404666.581 5759899.034);02505;Quercus
POINT (406192.312 5757352.961);00840;Tilia
POINT (406205.077 5757418.933);00840;Tilia
POINT (406197.676 5757376.386);00840;Tilia
POINT (406183.188 5757304.223);00840;Tilia
POINT (406179.922 5757322.732);00840;Tilia
POINT (403932.695 5753970.397);04740;Tilia
POINT (403574.067 5757844.078);00108;Acer
POINT (403278.856 5757638.365);00108;Acer
POINT (403514.631 5757819.959);00108;Acer
POINT (403671.265 5758207.8);01400;Platanus
POINT (408060.095 5754389.092);00105;Tilia
POINT (409221.932 5760207.852);01705;Quercus
POINT (406174.997 5757298.895);00840;Tilia
POINT (407055.163 5757369.698);03130;Platanus
POINT (407062.005 5757446.674);03130;Platanus
POINT (407065.277 5757493.757);03130;Aesculus
POINT (407069.168 5757251.906);03130;Platanus
POINT (407073.804 5757313.087);03130;Platanus
POINT (407064.778 5757322.848);03130;Platanus
POINT (407068.946 5757369.196);03130;Platanus
POINT (399231.651 5756901.017);05229;Tilia
POINT (399291.079 5756784.397);07353;Platanus
POINT (399297.051 5756821.2);07353;Platanus
POINT (399943.887 5756735.376);06115;Platanus
POINT (399931.864 5756776.181);06115;Platanus
POINT (403056.489 5758691.966);04718;Platanus
POINT (403403.056 5758648.527);04718;Platanus
POINT (403098.209 5758706.007);04718;Platanus
POINT (403127.497 5758708.717);04718;Platanus
POINT (403373.725 5758655.162);04718;Platanus
POINT (403574.32 5758645.899);04718;Quercus
POINT (403568.575 5758643.472);04718;Quercus
POINT (403523.675 5758645.757);04718;Platanus
POINT (403467.651 5758650.807);04718;Platanus
POINT (403457.708 5758651.932);04718;Platanus
POINT (403333.066 5758676.189);04718;Platanus
POINT (403314.004 5758680.921);04718;Platanus
POINT (403300.331 5758684.779);04718;Platanus
POINT (403221.943 5758704.681);04718;Platanus
POINT (403747.103 5758605.887);00713;Acer
POINT (403977.477 5758531.349);00713;Standort
POINT (407258.18 5756892.163);07340;Platanus
POINT (407804.315 5756812.557);07340;Quercus
POINT (406891.739 5756982.895);07340;Tilia
POINT (403476.903 5758629.318);04718;Platanus
POINT (403498.258 5758624.742);04718;Platanus
POINT (403692.192 5758082.257);01400;Baum Amt62
POINT (403666.216 5758216.071);01400;Platanus
POINT (403675.943 5758198.225);01400;Platanus
POINT (403692.459 5758108.048);01400;Platanus
POINT (403569.508 5758335.092);01400;Acer
POINT (403567.152 5758457.957);01400;Platanus
POINT (403572.18 5758548.083);01400;Acer
POINT (403576.239 5758588.15);01400;Acer
POINT (403590.589 5758676.052);01400;Quercus
POINT (403595.685 5758699.191);01400;Acer
POINT (403588.837 5758585.837);01400;Baum Amt62
POINT (403577.357 5758461.56);01400;Standort
POINT (403690.45 5758186.395);01400;Platanus
POINT (404849.26 5754425.988);01685;Quercus
POINT (404750.409 5754326.366);01685;Tilia
POINT (404498.25 5754255.276);01685;Fagus
POINT (404663.167 5754291.11);01685;Quercus
POINT (404673.814 5754293.543);01685;Quercus
POINT (404814.864 5754345.612);01685;Carpinus
POINT (405180.263 5754526.445);01685;Platanus
POINT (405110.245 5754498.046);01685;Tilia
POINT (405102.205 5754494.237);01685;Tilia
POINT (407527.89 5758227.942);00115;Acer
POINT (407539.368 5758206.929);00115;Acer
POINT (407547.606 5758192.766);00115;Acer
POINT (405663.668 5751365.434);00110;Quercus
POINT (405586.054 5755709.697);00245;Robinia
POINT (405614.688 5755720.027);00245;Robinia
POINT (405613.473 5755724.66);00245;Robinia
POINT (405568.889 5755712.964);00245;Robinia
POINT (405514.202 5755690.103);00245;Robinia
POINT (403037.183 5758093.696);05690;Acer
POINT (402868.617 5757754.396);05690;Platanus
POINT (402585.726 5757609.232);05690;Prunus
POINT (403315.154 5758669.234);04718;Platanus
POINT (403412.435 5758658.964);04718;Platanus
POINT (403874.131 5758562.313);00713;Acer
POINT (403525.584 5758635.415);04718;Acer
POINT (403613.691 5758260.242);01400;Acer
POINT (403585.93 5758565.592);01400;Tilia
POINT (404647.451 5754287.358);01685;Robinia
POINT (405008.578 5754449.277);01685;Tilia
POINT (408486.759 5753770.711);00105;Acer
POINT (408503.623 5753744.919);00105;Acer
POINT (408526.442 5753710.064);00105;Acer
POINT (408669.175 5753477.113);00105;Acer
POINT (408673.841 5753468.905);00105;Acer
POINT (408679.222 5753461.567);00105;Acer
POINT (408592.512 5753592.058);00105;Quercus
POINT (408548.418 5753659.819);00105;Quercus
POINT (408488.802 5753748.644);00105;Tilia
POINT (408397.537 5753896.005);00105;Quercus
POINT (408424.931 5753847.548);00105;Quercus
POINT (408418.237 5753860.024);00105;Carpinus
POINT (408376.331 5753939.246);00105;Tilia
POINT (408230.443 5754150.078);00105;Tilia
POINT (408244.414 5754133.299);00105;Tilia
POINT (408258.364 5754115.628);00105;Tilia
POINT (408156.64 5754257.864);00105;Tilia
POINT (403289.846 5757654.626);00108;Acer
POINT (408097.893 5754346.183);00105;Tilia
POINT (408331.959 5754032.577);00105;Acer
POINT (409282.162 5760383.706);01705;Quercus
POINT (409130.528 5759725.198);01705;Quercus
POINT (405316.06 5753542.161);01630;Tilia
POINT (405324.322 5753521.558);01630;Tilia
POINT (405335.617 5753502.001);01630;Tilia
POINT (405346.179 5753469.893);01630;Tilia
POINT (405182.295 5753516.646);01630;Quercus
POINT (406113.025 5753969.211);06040;Acer
POINT (406365.394 5754027.18);06040;Acer
POINT (405410.536 5753337.428);01820;Quercus
POINT (409270.731 5754020.76);00660;Acer
POINT (409287.666 5754016.071);00660;Carpinus
POINT (409305.988 5754008.862);00660;Carpinus
POINT (409314.499 5754006.691);00660;Tilia
POINT (409334.82 5753996.617);00660;Carpinus
POINT (409391.265 5753965.962);00660;Acer
POINT (409389.181 5753966.83);00660;Tilia
POINT (409513.971 5753908.644);00660;Acer
POINT (409721.171 5753873.384);00660;Platanus
POINT (410218.656 5753574.309);00660;Tilia
POINT (410243.84 5753560.089);00660;Tilia
POINT (410416.842 5753474.134);00660;Tilia
POINT (410364.714 5753501.151);00660;Tilia
POINT (410353.527 5753509.006);00660;Carpinus
POINT (410313.776 5753531.024);00660;Tilia
POINT (410321.036 5753526.383);00660;Carpinus
POINT (410288.425 5753545.426);00660;Carpinus
POINT (406453.211 5757139.263);01130;Malus-Hybride
POINT (406435.914 5757161.672);01130;Malus-Hybride
POINT (403055.066 5758000.513);05690;Quercus
POINT (403057.562 5758029.896);05690;Quercus
POINT (403061.539 5758065.044);05690;Quercus
POINT (403068.028 5758079.92);05690;Tilia
POINT (402977.407 5757824.704);05690;Platanus
POINT (402586.361 5757594.252);05690;Quercus
POINT (402636.613 5757605.486);05690;Quercus
POINT (402728.777 5757647.218);05690;Quercus
POINT (402771.795 5757674.22);05690;Quercus
POINT (402872.579 5757740.884);05690;Quercus
POINT (402890.11 5757753.288);05690;Quercus
POINT (402904.427 5757764.308);05690;Quercus
POINT (402457.718 5757581.331);05690;Quercus
POINT (402347.826 5757548.533);05690;Quercus
POINT (402355.87 5757552.277);05690;Quercus
POINT (399972.295 5756970.015);05690;Tilia
POINT (399959.494 5756974.776);05690;Tilia
POINT (399842.278 5757021.326);05690;Tilia
POINT (399642.332 5757083.43);05690;Tilia
POINT (399673.118 5757088.084);05690;Tilia
POINT (399540.083 5757043.301);05690;Tilia
POINT (399450.708 5757008.341);05690;Tilia
POINT (399352.532 5756984.116);05690;Platanus
POINT (406632.909 5752152.441);03310;Alnus
POINT (406649.116 5752170.203);03310;Quercus
POINT (399228.908 5756101.218);05075;Quercus
POINT (399199.087 5756084.622);05075;Quercus
POINT (398911.063 5755902.73);05075;Quercus
POINT (398867.582 5755869.143);05075;Platanus
POINT (399809.712 5756436.333);05380;Platanus
POINT (403671.913 5758595.044);00713;Acer
POINT (403682.23 5758594.217);00713;Acer
POINT (403692.244 5758591.877);00713;Acer
POINT (403792.665 5758564.843);00713;Acer
POINT (403820.468 5758555.737);00713;Acer
POINT (403826.184 5758554.258);00713;Carpinus
POINT (403957.841 5758510.183);00713;Acer
POINT (403928.087 5758519.963);00713;Acer
POINT (403988.524 5758515.849);00713;Platanus
POINT (403878.27 5758552.011);00713;Quercus
POINT (403796.971 5758576.993);00713;Quercus
POINT (403755.329 5758585.912);00713;Quercus
POINT (403782.561 5758592.717);00713;Acer
POINT (403675.276 5758622.068);00713;Acer
POINT (403665.457 5758624.041);00713;Acer
POINT (403625.587 5758637.665);00713;Platanus
POINT (403845.989 5758572.094);00713;Acer
POINT (403884.094 5758559.27);00713;Standort
POINT (403982.187 5758530.484);00713;Acer
POINT (407011.093 5756925.26);07340;Tilia
POINT (407540.973 5756869.672);07340;Quercus
POINT (407429.775 5756878.663);07340;Quercus
POINT (406273.14 5757411.947);07340;Gleditsia
POINT (406293.276 5757399.447);07340;Gleditsia
POINT (406169.792 5757409.417);06175;Tilia
POINT (406266.757 5757387.132);07340;Tilia
POINT (407794.518 5756814.784);07340;Quercus
POINT (407777.819 5756819.46);07340;Quercus
POINT (407724.826 5756831.707);07340;Acer
POINT (406805.771 5757018.974);07340;Tilia
POINT (406901.697 5756963.25);07340;Tilia
POINT (406575.417 5757194.816);07340;Standort
POINT (406387.141 5757337.688);07340;Platanus
POINT (403404.267 5754151.527);04740;Tilia
POINT (403388.716 5754157.267);04740;Tilia
POINT (403840.533 5753984.62);04740;Corylus
POINT (403727.509 5754027.573);04740;Tilia
POINT (403587.179 5754082.746);04740;Corylus
POINT (403598.749 5754078.674);04740;Corylus
POINT (403611.616 5754073.859);04740;Corylus
POINT (407058.821 5757217.272);03130;Platanus
POINT (403055.766 5758007.537);05690;Quercus
POINT (402660.323 5757613.147);05690;Quercus
POINT (402920.812 5757776.352);05690;Quercus
POINT (399360.996 5756996.282);05690;Carpinus
POINT (400001.83 5756549.702);05075;Quercus
POINT (403908.723 5758526.315);00713;Acer
POINT (403735.833 5758609.002);00713;Acer
POINT (403683.54 5754037.849);04740;Tilia
POINT (401798.651 5756764.088);05690;Quercus
POINT (403019.784 5757935.765);05690;Prunus
POINT (403043.534 5758009.681);05690;Quercus
POINT (402996.518 5757878.221);05690;Platanus
POINT (402934.264 5757815.556);05690;Quercus
POINT (402927.646 5757809.612);05690;Quercus
POINT (402771.681 5757686.431);05690;Platanus
POINT (402761.43 5757679.493);05690;Platanus
POINT (402578.897 5757602.784);05690;Platanus
POINT (402591.471 5757604.627);05690;Platanus
POINT (402558.632 5757600.419);05690;Quercus
POINT (402916.054 5757799.493);05690;Prunus
POINT (402643.749 5757622.752);05690;Fagus
POINT (402671.822 5757633.76);05690;Quercus
POINT (402452.866 5757597.659);05690;Quercus
POINT (402421.548 5757591.907);05690;Quercus
POINT (402400.452 5757600.196);05690;Tilia
POINT (404659.144 5760450.735);02505;Acer
POINT (404680.299 5758836.354);02505;Tilia
POINT (407047.482 5757271.909);03130;Platanus
POINT (398549.285 5753906.731);00095;Quercus
POINT (399665.666 5756331.005);05075;Quercus
POINT (404210.075 5757611.5);03240;Platanus
POINT (404015.908 5756707.573);03680;Acer
POINT (404392.624 5757498.605);05595;Betula
POINT (404089.135 5757384.555);05595;Acer
POINT (404848.594 5758340.171);06350;Acer
POINT (404427.626 5758819.045);06350;Standort
POINT (404745.652 5761353.714);02505;Platanus
POINT (404675.474 5759937.927);02505;Acer
POINT (407651.501 5756799.158);07340;Betula
POINT (407716.538 5756806.06);07340;Platanus
POINT (407828.811 5756788.071);07340;Platanus
POINT (407776.534 5756785.52);07340;Tilia
POINT (407753.021 5756785.52);07340;Tilia
POINT (407909.278 5756756.634);07340;Carpinus
POINT (407861.05 5756776.724);07340;Sorbus
POINT (408464.571 5756487.023);07340;Acer
POINT (404971.41 5757208.792);00025;Platanus
POINT (404767.995 5759215.259);03805;Corylus
POINT (404999.877 5758173.804);05945;Platanus
POINT (404033.733 5758498.248);07285;Quercus
POINT (404203.175 5758901.769);05125;Acer
POINT (404046.303 5758576.636);05125;Acer
POINT (404244.82 5757639.548);03240;Acer
POINT (404206.022 5756424.345);00985;Prunus
POINT (404205.105 5756416.839);00985;Prunus
POINT (404212.111 5756431.929);00985;Quercus
POINT (404217.764 5756421.012);00985;Acer
POINT (404211.768 5756391.722);00985;Acer
POINT (404879.96 5756355.368);03955;Quercus
POINT (404772.056 5756353.069);03955;Quercus
POINT (404782.55 5756353.82);03955;Quercus
POINT (404614.573 5756323.465);03955;Quercus
POINT (404241.275 5756291.069);03955;Acer
POINT (404270.626 5756268.4);03955;Acer
POINT (404292.761 5756256.677);03955;Acer
POINT (404921.444 5756361.887);03955;Platanus
POINT (404706.419 5756360.211);03955;Quercus
POINT (404662.703 5756351.005);03955;Quercus
POINT (404405.598 5756285.444);03955;Quercus
POINT (404249.873 5756314.875);03955;Acer
POINT (404779.057 5756746.994);03195;Platanus
POINT (404782.923 5756700.445);03195;Betula
POINT (404780.496 5756685.896);03195;Carpinus
POINT (403999.927 5757022.967);03680;Tilia
POINT (404019.583 5756735.225);03680;Quercus
POINT (404003.336 5756812.448);03680;Carpinus
POINT (403993.145 5756906.924);03680;Quercus
POINT (403664.807 5758257.822);01400;Platanus
POINT (403791.74 5758448.833);01400;Tilia
POINT (408677.693 5756416.307);07340;Platanus
POINT (407529.341 5758208.719);00115;Acer
POINT (403311.292 5754163.938);04740;Platanus
POINT (403976.286 5753982.594);04740;Tilia
POINT (403718.185 5757959.929);00108;Acer
POINT (403648.865 5757903.45);00108;Acer
POINT (403641.327 5757896.8);00108;Acer
POINT (403633.252 5757890.038);00108;Acer
POINT (403581.31 5757850.583);00108;Acer
POINT (403349.203 5757661.264);00108;Acer
POINT (403341.778 5757657.488);00108;Acer
POINT (403163.245 5757633.075);00108;Acer
POINT (403208.487 5757629.146);00108;Acer
POINT (403074.847 5757667.35);00108;Platanus
POINT (402962.069 5757774.205);00108;Platanus
POINT (403098.446 5757668.26);00108;Tilia
POINT (403345.793 5757673.234);00108;Carpinus
POINT (403431.432 5757733.015);00108;Carpinus
POINT (403656.936 5757942.385);00108;Acer
POINT (403664.986 5757949.562);00108;Acer
POINT (403713.858 5758022.056);00108;Tilia
POINT (403600.908 5757893.813);00108;Acer
POINT (403586.286 5757881.26);00108;Acer
POINT (403498.97 5757806.956);00108;Acer
POINT (403537.306 5757839.361);00108;Acer
POINT (403552.991 5757852.515);00108;Acer
POINT (403116.817 5757666.334);00108;Acer
POINT (403154.581 5757650.612);00108;Acer
POINT (403562.709 5758388.088);01400;Acer
POINT (403177.159 5757645.096);00108;Acer
POINT (403190.645 5757642.902);00108;Quercus
POINT (402984.279 5757783.801);00108;Platanus
POINT (403050.703 5757714.108);00108;Quercus
POINT (408120.446 5754320.915);00105;Tilia
POINT (408156.19 5754275.578);00105;Tilia
POINT (408230.54 5754188.916);00105;Tilia
POINT (408319.555 5754050.509);00105;Acer
POINT (408380.527 5753964.892);00105;Acer
POINT (408386.002 5753955.375);00105;Acer
POINT (408391.356 5753945.135);00105;Acer
POINT (409314.324 5760460.934);01705;Quercus
POINT (409229.084 5760252.588);01705;Quercus
POINT (409234.867 5760267.804);01705;Quercus
POINT (409222.692 5760201.46);01705;Quercus
POINT (409266.989 5760347.622);01705;Quercus
POINT (409120.714 5759662.251);01705;Betula
POINT (409253.129 5759268.504);01705;Aesculus
POINT (405048.674 5754484.471);01685;Tilia
POINT (405072.795 5754495.685);01685;Tilia
POINT (404969.012 5754447.233);01685;Tilia
POINT (404905.854 5754428.826);01685;Tilia
POINT (404890.302 5754425.335);01685;Tilia
POINT (404896.332 5754423.114);01685;Tilia
POINT (404843.332 5754501.189);01685;Quercus
POINT (404838.646 5754481.51);01685;Quercus
POINT (404989.427 5758672.971);07350;Corylus
POINT (404995.876 5758708.408);07350;Corylus
POINT (404997.33 5758687.643);07350;Corylus
POINT (405002.66 5758659.999);07350;Corylus
POINT (398549.876 5753810.902);00095;Platanus
POINT (398418.449 5753825.893);00095;Tilia
POINT (406220.548 5757387.44);00840;Tilia
POINT (406103.322 5756942.567);00840;Aesculus
POINT (406115.087 5756976.43);00840;Aesculus
POINT (406142.597 5757017.695);00920;Platanus
POINT (406156.934 5757014.119);00920;Platanus
POINT (406013.751 5756954.001);06945;Corylus
POINT (406048.989 5756795.387);00840;Acer
POINT (406060.916 5756861.01);00840;Acer
POINT (406078.613 5756910.726);00840;Acer
POINT (405509.384 5758757.326);01365;Tilia
POINT (407740.935 5758211.233);01445;Acer
POINT (404758.623 5760078.992);03805;Tilia
POINT (404777.591 5759826.241);03805;Tilia
POINT (403275.195 5762022.567);01200;Acer
POINT (407510.703 5758775.555);01345;Acer
POINT (402188.361 5758201.826);00735;Amelanchier
POINT (407426.989 5757411.704);00930;Acer
POINT (406405.301 5757143.794);01130;Tilia
POINT (406401.344 5757054.228);01130;Platanus
POINT (404781.706 5761449.241);01085;Sorbus
POINT (405794.826 5758393.216);01355;Aesculus
POINT (405765.509 5758409.691);01365;Tilia
POINT (405737.256 5758444.996);01365;Tilia
POINT (405580.336 5755898.445);01415;Carpinus
POINT (405572.464 5755933.222);01415;Carpinus
POINT (405562.243 5755975.403);01415;Acer
POINT (405558.366 5755994.201);01415;Corylus
POINT (403939.612 5749425.738);01465;Tilia
POINT (403875.72 5749349.806);01465;Tilia
POINT (403863.79 5749298.819);01465;Tilia
POINT (403991.11 5749205.448);01465;Acer
POINT (404192.984 5748781.039);01465;Tilia
POINT (404205.602 5748760.623);01465;Tilia
POINT (404228.084 5748711.874);01465;Tilia
POINT (404273.845 5748496.462);01465;Tilia
POINT (404334.055 5748183.317);01465;Tilia
POINT (404441.756 5747828.646);01465;Tilia
POINT (404459.65 5747794.006);01465;Tilia
POINT (404616.2 5747458.523);01465;Quercus
POINT (404645.304 5747179.216);01465;Tilia
POINT (404629.396 5747330.969);01465;Quercus
