,400,401,402,403,404,405,406,407,408,409
Decaisnea,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Euonymus,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0
Fagus,0.002551020408163265,0.01020408163265306,0.09438775510204081,0.1913265306122449,0.5637755102040817,0.7704081632653061,0.8392857142857143,0.8571428571428571,0.9107142857142857,1.0
Fraxinus,0.011259676284306826,0.05489092188599578,0.08092892329345532,0.14356087262491204,0.32090077410274453,0.5496129486277269,0.6952850105559465,0.7783251231527094,0.9894440534834623,1.0
Ginkgo,0.0,0.009433962264150943,0.09433962264150944,0.2169811320754717,0.330188679245283,0.6415094339622641,0.8018867924528302,0.8773584905660378,1.0,1.0
Gleditsia,0.0,0.16595744680851063,0.26382978723404255,0.3574468085106383,0.6297872340425532,0.8127659574468085,0.9276595744680851,0.9744680851063829,1.0,1.0
Ilex,0.0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,1.0,1.0,1.0,1.0
Juglans,0.1724137931034483,0.20689655172413793,0.2413793103448276,0.3448275862068966,0.6206896551724138,0.7931034482758621,0.9655172413793104,1.0,1.0,1.0
Juniperus,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
Koelreuteria,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
Laburnum,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0
Larix,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.5555555555555556,1.0
Liquidambar,0.0,0.018633540372670808,0.024844720496894408,0.062111801242236024,0.2981366459627329,0.5652173913043478,0.7391304347826086,0.9254658385093167,0.9875776397515528,1.0
Liriodendron,0.0,0.4,0.4,0.5636363636363636,0.6727272727272727,0.7454545454545455,0.8363636363636363,0.9454545454545454,1.0,1.0
Magnolia,0.0,0.0,0.02631578947368421,0.07894736842105263,0.2894736842105263,0.6052631578947368,0.7763157894736842,0.8289473684210527,1.0,1.0
Malus,0.45454545454545453,0.5,0.5454545454545454,0.6136363636363636,0.6136363636363636,0.7954545454545454,0.8409090909090909,0.8636363636363636,1.0,1.0
Malus-Hybride,0.0,0.0,0.0,0.15254237288135594,0.4915254237288136,0.6101694915254238,0.9830508474576272,1.0,1.0,1.0
Mespilus,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Metasequoia,0.0,0.0,0.0,0.1111111111111111,0.6111111111111112,0.7222222222222222,1.0,1.0,1.0,1.0
Metasequoia glyptostroboides,0.0,0.21212121212121213,0.21212121212121213,0.30303030303030304,0.30303030303030304,0.30303030303030304,1.0,1.0,1.0,1.0
Nyssa,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Parrotia,0.0,0.0,0.0,0.25,0.5,0.6666666666666666,1.0,1.0,1.0,1.0
Paulownia,0.0,0.0,0.0,0.0,0.2,0.6,0.9,1.0,1.0,1.0
Picea,0.1,0.1,0.1,0.1,0.7,0.9,0.9,0.9,0.9,1.0
Pinus,0.0,0.0,0.0,0.10526315789473684,0.3508771929824561,0.5964912280701754,0.6140350877192983,0.6491228070175439,0.7543859649122807,1.0
Platanus,0.02683461117196057,0.049835706462212484,0.10076670317634173,0.29572836801752467,0.5377875136911281,0.6861993428258488,0.8762322015334063,0.9397590361445783,0.988499452354874,1.0
Populus,0.005747126436781609,0.06896551724137931,0.09195402298850575,0.27011494252873564,0.367816091954023,0.46551724137931033,0.9597701149425287,1.0,1.0,1.0
Prunus,0.04834605597964377,0.05597964376590331,0.1297709923664122,0.2951653944020356,0.5597964376590331,0.7175572519083969,0.8956743002544529,0.9223918575063613,0.9834605597964376,1.0
Pseudotsuga,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Pterocarya,0.0,0.0,0.0,0.0,0.5,0.8,1.0,1.0,1.0,1.0
Pyrus,0.016339869281045753,0.07516339869281045,0.10784313725490197,0.16339869281045752,0.23529411764705882,0.545751633986928,0.8725490196078431,0.9313725490196079,0.9444444444444444,1.0
Quercus,0.05378554299417609,0.18944844124700239,0.289996574169236,0.407673860911271,0.5368276807125728,0.6714628297362111,0.7843439534087016,0.8660500171291539,0.9528948269955464,1.0
Robinia,0.0026666666666666666,0.0026666666666666666,0.013333333333333334,0.050666666666666665,0.3333333333333333,0.624,0.7466666666666667,0.8906666666666667,0.984,1.0
Salix,0.06808510638297872,0.10638297872340426,0.2723404255319149,0.5829787234042553,0.8340425531914893,0.8936170212765957,0.9234042553191489,0.9744680851063829,0.9787234042553191,1.0
Sambucus,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Sequoiadendron,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Sophora,0.0,0.25,0.25,0.2857142857142857,0.39285714285714285,0.7142857142857143,0.9821428571428571,1.0,1.0,1.0
Sorbus,0.02585034013605442,0.05170068027210884,0.06938775510204082,0.1945578231292517,0.363265306122449,0.5850340136054422,0.7401360544217687,0.8925170068027211,0.9768707482993197,1.0
Taxodium,0.0,0.0,0.0,0.4,0.4,1.0,1.0,1.0,1.0,1.0
Taxus,0.0,0.0,0.0070921985815602835,0.20567375886524822,0.5460992907801419,0.8865248226950354,0.9929078014184397,1.0,1.0,1.0
Thuja,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
Tilia,0.024452505710063147,0.09028617492946392,0.1344887814053473,0.243987639392718,0.4343678624210668,0.6839983877468763,0.8304447131532984,0.9258363563079404,0.9705763804917372,1.0
